model,R2,RMSE,MAE,Spearman,Pearson,Top20_recall,Calibration_slope,Calibration_intercept,Mean_bias,Fold_R2_mean,Fold_R2_std,Fold_RMSE_mean,Fold_RMSE_std,Fold_Spearman_mean,Fold_Spearman_std,Mean_prediction_SD,R2_CI_low,R2_CI_high,RMSE_CI_low,RMSE_CI_high,MAE_CI_low,MAE_CI_high,Spearman_CI_low,Spearman_CI_high,Pearson_CI_low,Pearson_CI_high,Top20_recall_CI_low,Top20_recall_CI_high,Calibration_slope_CI_low,Calibration_slope_CI_high,Calibration_intercept_CI_low,Calibration_intercept_CI_high,Mean_bias_CI_low,Mean_bias_CI_high
TabPFN,0.7096462384952913,0.11891477879797391,0.10054674791839478,0.8331852991345924,0.8437791464506896,0.6190476190476191,0.6755450667083667,0.15639227632946598,-0.0047029911088301585,0.6598217849098765,0.11687568129930234,0.12148266273324401,0.014754140160558489,0.7915257096766884,0.08241146908875288,0.027633091482165032,0.6206877215907757,0.7708331525422027,0.10637824605764458,0.12998502670594425,0.08837676935346846,0.11264862499641198,0.7591398038436764,0.8777347612097195,0.7920242232575945,0.8841317937367545,0.42857142857142855,0.8095238095238095,0.6048868553192829,0.7461480315177123,0.11907893033694923,0.1933749355867338,-0.02711410404996018,0.019739718011479904
TabFM,0.6812788719573475,0.12458837774034578,0.10358465082941151,0.8221703586877344,0.8258086221969451,0.6190476190476191,0.691989701950068,0.14783306129002172,-0.005097272777370917,0.6253373102058085,0.1177518502290162,0.12769980417852284,0.013155598055843648,0.7856811359599096,0.06891718015802495,0.029081939727563583,0.5803375981942643,0.7490807853768948,0.11021067600330556,0.13849991673244633,0.09024154120193582,0.11767046226019828,0.7491264557680919,0.8680800011504203,0.7702915360825998,0.8691119005970287,0.42857142857142855,0.8095238095238095,0.6021687588938562,0.7815482147312086,0.0983790060111861,0.1992663208517837,-0.030110932955291308,0.01986148523757839
