n_test,n_finite,R2,RMSE,MAE,Pearson,Spearman,Top20_precision,valid_prediction,model,evaluation,target_scale,repeat,split_name,n_support,n_query
21,21,-1.339693435889309e+25,1072685645824.5398,1072685645824.54,,,0.0,True,metasgd,B_fewshot_adapt_support_to_query,inhouse_percentile,16,random_repeated,83,21
21,21,-0.27729954914392607,0.2650714201791793,0.23325125467677393,0.792261934092589,0.7935064935064934,0.6,True,supervised_ann,B_fewshot_adapt_support_to_query,raw_inhouse_target,16,random_repeated,83,21
21,21,-0.2148278614239265,0.3230182993079814,0.2659500808055912,0.8038694461377797,0.8610389610389609,0.6,True,supervised_ann,B_fewshot_adapt_support_to_query,inhouse_percentile,16,random_repeated,83,21
21,21,-4.464806357811369e+16,41715288.477390304,41715288.477390304,,,0.2,True,maml,B_fewshot_adapt_support_to_query,raw_inhouse_target,17,random_repeated,83,21
21,21,-881793531210059.6,7685395.973901103,7685395.973901099,,,0.2,True,maml,B_fewshot_adapt_support_to_query,inhouse_percentile,17,random_repeated,83,21
21,21,-3.7263756764504126e+34,3.8109851410367e+16,3.798475703103371e+16,0.4070998636277797,0.44978896906079907,0.6,True,fomaml,B_fewshot_adapt_support_to_query,raw_inhouse_target,17,random_repeated,83,21
21,21,-4.76790980315291e+36,5.651279795247412e+17,5.6439141316532634e+17,0.4945788974936907,0.5134874068757677,0.6,True,fomaml,B_fewshot_adapt_support_to_query,inhouse_percentile,17,random_repeated,83,21
21,21,-8.689470597226367e+52,5.819565978287482e+25,5.8159127495933355e+25,0.5624507560493751,0.5277870561811688,0.6,True,metasgd,B_fewshot_adapt_support_to_query,raw_inhouse_target,17,random_repeated,83,21
21,21,-4.2974405170068104e+55,1.6966323023188147e+27,1.6938206026029798e+27,0.5057509166921038,0.5134874068757677,0.6,True,metasgd,B_fewshot_adapt_support_to_query,inhouse_percentile,17,random_repeated,83,21
21,21,-0.6786729207396125,0.25578612321098276,0.22128853326355907,0.5072191319932411,0.382066357458177,0.2,True,supervised_ann,B_fewshot_adapt_support_to_query,raw_inhouse_target,17,random_repeated,83,21
21,21,-28.0892613167414,1.3958833941343354,1.3649553009530617,0.21028570610349606,0.09096818034718498,0.0,True,supervised_ann,B_fewshot_adapt_support_to_query,inhouse_percentile,17,random_repeated,83,21
21,21,-5.113721855573091e+40,5.327761381386857e+19,5.315344516869369e+19,0.5301836067482276,0.45584415584415583,0.0,True,maml,B_fewshot_adapt_support_to_query,raw_inhouse_target,18,random_repeated,83,21
21,21,-2.543572579918599e+21,16346529792.571886,16346529792.571884,,,0.2,True,maml,B_fewshot_adapt_support_to_query,inhouse_percentile,18,random_repeated,83,21
21,21,-4.5286029891107833e+36,5.013699940846433e+17,5.004073955712041e+17,0.563626372885166,0.45714285714285713,0.0,True,fomaml,B_fewshot_adapt_support_to_query,raw_inhouse_target,18,random_repeated,83,21
21,21,-4.689752377201504e+37,2.219619129928875e+18,2.2158379363472008e+18,0.5858700294125886,0.4727272727272727,0.0,True,fomaml,B_fewshot_adapt_support_to_query,inhouse_percentile,18,random_repeated,83,21
21,21,-4.7250123720092803e+55,1.6194878322998285e+27,1.6169113409472224e+27,0.6256034910779389,0.4805194805194805,0.0,True,metasgd,B_fewshot_adapt_support_to_query,raw_inhouse_target,18,random_repeated,83,21
21,21,-6.091916563576716e+52,7.999824808413945e+25,7.981110578974716e+25,0.563024511919291,0.44155844155844154,0.0,True,metasgd,B_fewshot_adapt_support_to_query,inhouse_percentile,18,random_repeated,83,21
21,21,-0.3232365702875215,0.27101601917965595,0.23640043940638775,0.2970111701808175,0.18181818181818182,0.0,True,supervised_ann,B_fewshot_adapt_support_to_query,raw_inhouse_target,18,random_repeated,83,21
21,21,0.02190580220498195,0.32054857041376633,0.2683961002954415,0.5683999680741532,0.425974025974026,0.4,True,supervised_ann,B_fewshot_adapt_support_to_query,inhouse_percentile,18,random_repeated,83,21
21,21,-1.0376744426875277e+38,2.2128618199826647e+18,2.1948664144042394e+18,0.3373921101252191,0.2916531495166187,0.4,True,maml,B_fewshot_adapt_support_to_query,raw_inhouse_target,19,random_repeated,83,21
21,21,-1.5872992932146104e+16,38012784.52930403,38012784.52930401,,,0.4,True,maml,B_fewshot_adapt_support_to_query,inhouse_percentile,19,random_repeated,83,21
21,21,-1.811484848777529e+40,2.923755746675201e+19,2.916373344002317e+19,0.3096776323942938,0.23968822309940374,0.4,True,fomaml,B_fewshot_adapt_support_to_query,raw_inhouse_target,19,random_repeated,83,21
21,21,-6.109858495723417e+36,7.457887854487754e+17,7.43435313970064e+17,0.26055620639171845,0.21500488305122667,0.4,True,fomaml,B_fewshot_adapt_support_to_query,inhouse_percentile,19,random_repeated,83,21
21,21,-1.2600686139660576e+26,2438489178112.514,2438489178112.5137,,,0.4,True,metasgd,B_fewshot_adapt_support_to_query,raw_inhouse_target,19,random_repeated,83,21
21,21,-1.0958895144656762e+52,3.158520196628624e+25,3.1531908382968718e+25,0.31127571251946623,0.31113999692307426,0.4,True,metasgd,B_fewshot_adapt_support_to_query,inhouse_percentile,19,random_repeated,83,21
21,21,0.2854355319825135,0.18363034236361256,0.15503133878639058,0.5723839723752312,0.5441558441558442,0.4,True,supervised_ann,B_fewshot_adapt_support_to_query,raw_inhouse_target,19,random_repeated,83,21
21,21,-0.00042307448480016774,0.30178115925439775,0.266131171867961,0.5871154738349437,0.5311688311688313,0.2,True,supervised_ann,B_fewshot_adapt_support_to_query,inhouse_percentile,19,random_repeated,83,21
